query_order,qid,arrival_time_s,round
2231,26569,33322.565,7
2232,26201,33329.333,7
2233,25916,33342.595,7
2234,26276,33393.108,7
2235,25831,33401.125,7
2236,11844,33404.173,7
2237,17856,33404.523,7
2238,22018,33424.040,7
2239,8309,33440.312,7
2240,15022,33482.623,7
2241,11800,33500.717,7
2242,10538,33501.969,7
2243,25469,33504.708,7
2244,10543,33506.339,7
2245,26752,33507.327,7
2246,25467,33538.969,7
2247,21150,33550.894,7
2248,12849,33551.295,7
2249,26040,33558.883,7
2250,25478,33580.605,7
2251,25027,33581.909,7
2252,26680,33586.475,7
2253,15385,33589.006,7
2254,25753,33604.962,7
2255,26038,33637.466,7
2256,11769,33643.019,7
2257,26439,33647.282,7
2258,25324,33652.297,7
2259,25344,33667.068,7
2260,8332,33669.179,7
2261,7974,33696.530,7
2262,26112,33696.965,7
2263,25746,33713.304,7
2264,26263,33742.835,7
2265,11082,33748.736,7
2266,25911,33758.434,7
2267,25013,33813.756,7
2268,15217,33825.423,7
2269,12518,33830.193,7
2270,26214,33839.021,7
2271,26783,33891.392,7
2272,8194,33909.333,7
2273,5216,33912.256,7
2274,10601,33925.910,7
2275,26789,33940.866,7
2276,15906,33956.019,7
2277,4383,33968.471,7
2278,13837,33979.589,7
2279,11778,33994.894,7
2280,17182,34000.452,7
2281,9594,34006.849,7
2282,10075,34018.486,7
2283,23711,34042.985,7
2284,14155,34051.732,7
2285,18032,34058.562,7
2286,26718,34063.075,7
2287,25415,34068.502,7
2288,26456,34068.503,7
2289,19186,34093.845,7
2290,14075,34122.098,7
2291,25650,34128.419,7
2292,26030,34137.920,7
2293,15092,34138.045,7
2294,25280,34176.328,7
2295,13063,34220.378,7
2296,5726,34230.102,7
2297,17970,34230.240,7
2298,20193,34238.683,7
2299,26741,34243.882,7
2300,6607,34247.827,7
2301,10260,34247.935,7
2302,25804,34254.953,7
2303,26670,34262.911,7
2304,26462,34275.245,7
2305,26144,34282.777,7
2306,26217,34285.451,7
2307,19667,34305.491,7
2308,25968,34312.899,7
2309,25714,34320.030,7
2310,12381,34324.607,7
2311,7018,34332.836,7
2312,8139,34336.944,7
2313,25259,34358.637,7
2314,14738,34394.748,7
2315,25834,34419.469,7
2316,5114,34436.780,7
2317,26067,34441.805,7
2318,26520,34462.181,7
2319,25340,34486.998,7
2320,15697,34494.987,7
2321,14203,34523.796,7
2322,10653,34526.817,7
2323,11487,34531.946,7
2324,26327,34547.141,7
2325,3050,34561.566,7
2326,26800,34566.330,7
2327,13940,34580.953,7
2328,11729,34584.073,7
2329,18011,34584.367,7
2330,13580,34585.131,7
2331,26283,34596.615,7
2332,11557,34599.701,7
2333,25073,34601.320,7
2334,21454,34606.024,7
2335,15348,34624.863,7
2336,25704,34644.343,7
2337,7488,34648.318,7
2338,8569,34650.768,7
2339,15077,34660.974,7
2340,26294,34667.250,7
2341,25635,34672.851,7
2342,14672,34696.952,7
2343,25585,34789.899,7
2344,26027,34799.245,7
2345,9474,34822.757,7
2346,11822,34828.769,7
2347,26720,34856.594,7
2348,26668,34902.032,7
2349,12950,34902.897,7
2350,17987,34925.315,7
2351,18457,34926.426,7
2352,16494,34935.954,7
2353,17471,34939.155,7
2354,26755,34966.789,7
2355,11628,34992.283,7
2356,5765,35018.709,7
2357,26210,35020.660,7
2358,25305,35042.585,7
2359,25832,35046.879,7
2360,18604,35069.005,7
2361,26350,35077.781,7
2362,25315,35097.851,7
2363,9593,35098.362,7
2364,26426,35107.628,7
2365,10962,35129.738,7
2366,25914,35140.784,7
2367,16740,35201.141,7
2368,23072,35210.744,7
2369,11482,35227.904,7
2370,11968,35233.516,7
2371,10948,35239.368,7
2372,11358,35254.248,7
2373,25464,35254.895,7
2374,15049,35296.465,7
2375,26818,35307.503,7
2376,15024,35311.885,7
2377,3924,35327.148,7
2378,12343,35330.471,7
2379,26660,35363.246,7
2380,6523,35393.135,7
2381,5957,35396.819,7
2382,24675,35398.617,7
2383,4601,35413.649,7
2384,15828,35419.534,7
2385,19673,35422.281,7
2386,11964,35427.127,7
2387,25176,35429.039,7
2388,2895,35452.388,7
2389,9953,35452.522,7
2390,17832,35453.166,7
2391,25409,35476.116,7
2392,14674,35485.790,7
2393,15015,35499.393,7
2394,25320,35506.356,7
2395,14438,35507.762,7
2396,26508,35510.337,7
2397,13712,35511.775,7
2398,11598,35526.235,7
2399,26454,35566.307,7
2400,26028,35653.310,7
2401,7565,35668.028,7
2402,15243,35668.952,7
2403,3955,35684.469,7
2404,7609,35702.595,7
2405,13808,35726.110,7
2406,25480,35728.127,7
2407,26496,35732.100,7
2408,26245,35792.093,7
2409,26165,35815.400,7
2410,7559,35836.602,7
2411,25397,35861.164,7
2412,13805,35869.827,7
2413,11831,35873.042,7
2414,26813,35890.574,7
2415,25838,35897.225,7
2416,25856,35899.396,7
2417,26537,35933.736,7
2418,26324,35943.698,7
2419,25791,35952.329,7
2420,25343,35957.566,7
2421,9618,35975.478,7
2422,12102,35978.635,7
2423,6107,35981.733,7
2424,13814,35988.141,7
2425,26730,36007.915,7
2426,26256,36012.746,7
2427,25641,36039.445,7
2428,26810,36076.329,7
2429,26736,36088.458,7
2430,25623,36089.528,7
2431,10795,36092.055,7
2432,26414,36097.313,7
2433,18038,36101.897,7
2434,14051,36108.759,7
2435,15889,36108.770,7
2436,13597,36124.013,7
2437,17697,36131.160,7
2438,26465,36134.239,7
2439,25629,36134.522,7
2440,15078,36163.678,7
2441,7660,36186.120,7
2442,14569,36190.213,7
2443,25313,36209.361,7
2444,25260,36225.468,7
2445,26710,36237.082,7
2446,26728,36244.435,7
2447,11775,36255.572,7
2448,25486,36265.896,7
2449,9173,36277.923,7
2450,15792,36292.164,8
2451,12050,36298.007,8
2452,25292,36313.369,8
2453,13458,36315.125,8
2454,11499,36326.235,8
2455,17471,36327.270,8
2456,5066,36354.315,8
2457,6607,36356.400,8
2458,4291,36387.412,8
2459,25641,36390.798,8
2460,18457,36400.762,8
2461,25386,36402.322,8
2462,13580,36415.017,8
2463,25478,36442.163,8
2464,25629,36458.253,8
2465,25027,36469.446,8
2466,25486,36487.571,8
2467,10543,36492.006,8
2468,25313,36498.850,8
2469,15049,36512.819,8
2470,25804,36513.922,8
2471,25635,36553.856,8
2472,12849,36557.368,8
2473,26112,36567.510,8
2474,26030,36600.587,8
2475,3609,36601.837,8
2476,10073,36626.055,8
2477,11822,36626.995,8
2478,8194,36639.242,8
2479,14075,36681.010,8
2480,26038,36689.077,8
2481,8309,36695.985,8
2482,12518,36714.473,8
2483,25324,36740.501,8
2484,16171,36745.136,8
2485,25704,36745.759,8
2486,14674,36746.854,8
2487,25397,36752.288,8
2488,11358,36795.686,8
2489,10795,36844.191,8
2490,26818,36845.723,8
2491,17332,36865.098,8
2492,13597,36876.476,8
2493,9618,36879.627,8
2494,25642,36890.831,8
2495,26465,36895.122,8
2496,12343,36909.847,8
2497,25631,36912.804,8
2498,14451,36933.550,8
2499,7559,36941.597,8
2500,15243,36943.269,8
2501,19186,36958.537,8
2502,10538,36965.184,8
2503,25753,36974.391,8
2504,25343,36990.806,8
2505,26736,37022.967,8
2506,14203,37025.705,8
2507,26730,37028.689,8
2508,22018,37036.390,8
2509,26787,37042.566,8
2510,26440,37045.149,8
2511,25526,37142.034,8
2512,11487,37150.812,8
2513,8569,37157.327,8
2514,25916,37163.006,8
2515,26454,37234.456,8
2516,18542,37240.344,8
2517,15150,37247.315,8
2518,13837,37268.986,8
2519,25838,37277.433,8
2520,8706,37296.845,8
2521,26439,37310.909,8
2522,26025,37323.331,8
2523,14342,37326.941,8
2524,5726,37348.709,8
2525,11439,37387.794,8
2526,26368,37392.192,8
2527,26710,37441.107,8
2528,8139,37450.007,8
2529,11800,37457.597,8
2530,15022,37477.033,8
2531,25746,37538.113,8
2532,19673,37551.699,8
2533,13814,37562.634,8
2534,25467,37637.972,8
2535,26165,37643.362,8
2536,25788,37648.719,8
2537,11968,37652.482,8
2538,17175,37681.522,8
2539,17182,37681.851,8
2540,25919,37707.736,8
2541,11964,37725.290,8
2542,4383,37730.134,8
2543,25494,37742.234,8
2544,11831,37754.424,8
2545,13805,37793.463,8
2546,25412,37795.984,8
2547,5765,37796.561,8
2548,26517,37803.154,8
2549,11557,37805.389,8
2550,13995,37812.250,8
2551,25757,37825.340,8
2552,26324,37829.319,8
2553,8332,37854.315,8
2554,25013,37855.761,8
2555,26352,37863.418,8
2556,26479,37900.912,8
2557,10300,37920.791,8
2558,7073,37940.079,8
2559,15024,37963.697,8
2560,18038,37966.545,8
2561,25739,37992.750,8
2562,5957,38010.298,8
2563,25856,38023.176,8
2564,10653,38058.910,8
2565,26668,38072.477,8
2566,9593,38077.835,8
2567,9953,38097.519,8
2568,8793,38110.399,8
2569,26670,38111.625,8
2570,26028,38112.489,8
2571,9594,38134.593,8
2572,26783,38141.007,8
2573,25968,38166.492,8
2574,12960,38174.573,8
2575,15015,38204.929,8
2576,15906,38235.507,8
2577,7974,38239.364,8
2578,25911,38255.231,8
2579,26718,38269.062,8
2580,8812,38269.234,8
2581,26283,38291.771,8
2582,26144,38299.002,8
2583,17970,38304.455,8
2584,26067,38305.086,8
2585,13423,38316.732,8
2586,26350,38319.162,8
2587,4443,38329.631,8
2588,5114,38333.374,8
2589,25545,38334.151,8
2590,14319,38353.879,8
2591,26240,38361.365,8
2592,26426,38370.213,8
2593,2895,38383.776,8
2594,11769,38394.316,8
2595,25993,38398.083,8
2596,15828,38403.216,8
2597,25831,38410.737,8
2598,9614,38412.863,8
2599,6537,38414.156,8
2600,26755,38426.866,8
2601,25383,38427.624,8
2602,26520,38435.266,8
2603,26027,38436.600,8
2604,3924,38447.052,8
2605,15474,38469.349,8
2606,25650,38471.444,8
2607,15574,38473.617,8
2608,26462,38485.908,8
2609,16740,38495.945,8
2610,26680,38511.789,8
2611,12340,38515.064,8
2612,16119,38529.420,8
2613,14155,38549.378,8
2614,10506,38553.619,8
2615,26400,38554.734,8
2616,11063,38577.227,8
2617,26537,38583.088,8
2618,23782,38621.770,8
2619,11028,38623.178,8
2620,15077,38639.888,8
2621,17168,38648.151,8
2622,10601,38654.573,8
2623,7018,38660.375,8
2624,6523,38673.891,8
2625,26115,38674.259,8
2626,10001,38679.712,8
2627,13808,38745.626,8
2628,15832,38759.992,8
2629,26508,38829.310,8
2630,14438,38838.066,8
2631,26789,38840.431,8
2632,7565,38841.119,8
2633,25073,38866.690,8
2634,26373,38870.031,8
2635,7083,38877.053,8
2636,25644,38898.319,8
2637,26243,38927.054,8
2638,26806,38928.842,8
2639,11775,38929.684,8
2640,9000,38974.305,8
2641,10948,39013.509,8
2642,26741,39043.969,8
2643,21150,39069.702,8
2644,11482,39069.910,8
2645,18604,39087.662,8
2646,25280,39089.432,8
2647,25585,39098.401,8
2648,12950,39098.746,8
2649,26040,39102.263,8
2650,11614,39113.846,8
2651,17597,39117.265,8
2652,26496,39128.377,8
2653,26813,39132.866,8
2654,12046,39142.763,8
2655,11844,39162.398,8
2656,26201,39164.684,8
2657,7886,39182.682,8
2658,8925,39182.960,8
2659,20193,39196.080,8
2660,26230,39212.419,8
2661,10962,39213.086,8
2662,11598,39215.887,8
2663,25079,39220.898,8
2664,6107,39244.250,8
2665,15217,39258.684,8
2666,25518,39259.502,8
2667,23072,39275.454,8
2668,17697,39275.580,8
2669,22624,39282.961,8
2670,11334,39287.709,8
2671,25783,39316.375,8
2672,5794,39332.562,8
2673,4741,39362.519,8
2674,25469,39362.808,8
2675,13712,39393.116,8
2676,25714,39408.838,8
2677,13063,39412.781,8
2678,9990,39419.969,8
2679,25454,39476.302,8
2680,26720,39477.875,8
2681,23711,39483.561,8
2682,25673,39513.796,8
2683,26486,39525.171,8
2684,26214,39528.266,8
2685,24675,39538.683,8
2686,25510,39547.870,8
2687,16494,39586.996,8
2688,26805,39587.322,8
2689,25320,39591.585,8
2690,25648,39602.892,8
2691,17856,39608.979,8
2692,11855,39616.477,8
2693,18404,39619.039,8
2694,11778,39625.427,8
2695,26327,39631.933,8
2696,13074,39646.654,8
2697,3955,39650.696,8
2698,4601,39708.114,8
2699,14308,39718.549,8
2700,26263,39743.610,8
2701,7609,39758.355,8
2702,25405,39789.994,8
2703,7857,39823.158,8
2704,25480,39848.458,8
2705,25344,39848.906,8
2706,26752,39861.049,8
2707,14672,39865.981,8
2708,25340,39868.449,8
2709,26245,39902.570,8
2710,13483,39918.617,8
2711,11729,39919.996,8
2712,26569,39927.220,8
2713,25623,39975.732,8
2714,26637,39989.950,8
2715,10260,40004.684,8
2716,25315,40008.554,8
2717,25441,40012.678,8
2718,23470,40015.164,8
2719,26137,40068.034,8
2720,18032,40104.109,8
2721,25715,40110.100,8
2722,22566,40121.821,8
2723,10087,40125.295,8
2724,19667,40127.533,8
2725,25409,40139.225,8
2726,8218,40163.374,8
2727,14051,40193.146,8
2728,15348,40198.690,8
2729,12381,40217.009,8
2730,25824,40228.138,8
2731,12102,40230.318,8
2732,25415,40312.005,8
2733,26494,40367.812,8
2734,26022,40370.164,8
2735,25832,40410.717,8
2736,7488,40448.071,8
2737,3050,40453.801,8
2738,25300,40466.025,8
2739,25464,40510.547,8
2740,10319,40512.437,8
2741,6531,40518.169,8
2742,21454,40549.928,8
2743,26217,40569.407,8
2744,14738,40591.157,8
2745,9173,40622.978,8
2746,13132,40630.995,8
2747,15697,40638.942,8
2748,24380,40647.720,8
2749,26256,40688.439,8
2750,26456,40722.122,8
2751,13940,40762.724,8
2752,26414,40767.523,8
2753,26522,40790.174,8
2754,26712,40791.867,8
2755,26210,40794.931,8
2756,25176,40816.492,8
2757,25462,40830.692,8
2758,13012,40835.349,8
2759,5216,40847.905,8
2760,26800,40851.844,8
2761,25305,40855.807,8
2762,10229,40873.248,8
2763,7510,40879.925,8
2764,25260,40897.403,8
2765,15385,40907.114,8
2766,26425,40917.582,8
2767,25791,40931.504,8
2768,11082,40950.177,8
2769,15092,40957.202,8
2770,25914,40985.873,8
2771,15078,40996.016,8
2772,11333,40998.235,8
2773,26660,41001.456,8
2774,17987,41001.947,8
2775,26810,41023.641,8
2776,12305,41023.867,8
2777,11628,41028.585,8
2778,25251,41036.577,8
2779,25408,41056.921,8
2780,25259,41123.571,8
2781,15889,41144.839,8
2782,26294,41145.865,8
2783,26289,41185.146,8
2784,25834,41248.783,8
2785,14569,41279.059,8
2786,26728,41289.157,8
2787,10075,41295.050,8
2788,14018,41304.225,8
2789,9590,41308.476,8
2790,26276,41316.261,8
2791,25445,41316.902,8
2792,25871,41336.841,8
2793,12860,41344.020,8
2794,11555,41349.649,8
2795,18011,41363.832,8
2796,7660,41384.181,8
2797,17832,41397.695,8
2798,26590,41408.868,8
2799,9474,41440.154,8
