qid,status,latency_s,memory_delta_bytes,network_delta_bytes,disk_delta_bytes
23072,ok,95.947,5680816128,2423405611,1983328256
23189,ok,27.838,17200054272,6759051466,1489797120
2329,ok,11.842,15142293504,2147483648.0,2926841856
23340,ok,3.215,2562727936,29596501,1739038720
23393,ok,3.316,2836176896,595240114,818987008
23470,ok,15.627,5641732096,763855549,829313024
23615,ok,37.542,12051267584,4819665703,4322160640
23616,ok,12.724,14766682112,4117939630,2621116416
23626,ok,7.921,9703997440,821308938,8635531264
23703,ok,7.922,8989454336,748909580,397889536
23711,ok,32.135,5570740224,4781857244,4863074304
23725,ok,22.333,16452067328,2068206875,4202958848
23762,ok,25.532,21063917568,5843374769,3103432704
23782,ok,6.818,2000838656,395952720,533778432
23874,ok,6.52,6995300352,3426602763,1615347712
23895,ok,87.988,17927495680,3413272759,3042713600
23923,ok,41.953,25385897984,8069042781,10097037312
24380,ok,72.646,7370702848,2384447697,4032917504
24612,ok,76.471,13491281920,3849869722,3878313984
24624,ok,61.842,16094224384,5777048862,3028869120
24675,ok,15.303,6518513664,1110708078,1116049408
24862,ok,313.951,21694095360,16706600129,16521940992
24906,ok,310.846,12063395840,8322137503,9410609152
25013,ok,5.389,745836544,1027452699,313102336
25027,ok,5.912,7486541824,1497201215,4749004800
25035,ok,1.818,1389006848,1078938259,505876480
25037,ok,5.923,13455388672,1512807649,5465108480
25048,ok,28.771,18966360064,5727432495,560783360
2505,ok,62.267,9572077568,21474836480.0,3713503232
25053,ok,49.449,23348690944,13927125428,2889756672
25054,ok,17.927,24940060672,2483083079,569663488
25073,ok,8.924,3732951040,763342741,994639872
25079,ok,5.626,6033666048,4000164063,3733331968
25083,ok,4.218,8478265344,838238357,651116544
25097,ok,6.018,10649088000,1717518390,4780294144
25101,ok,111.9,30630461440,14691569901,20419756032
25134,ok,5.623,10024488960,1500292916,4589330432
25144,ok,3.809,954613760,97258432,195616768
25176,ok,9.909,6606049280,1456379711,353935360
25196,ok,50.032,15255531520,5465234992,4222148608
25206,ok,8.024,8255967232,4081344614,2440646656
25207,ok,0.92,857501696,167739310,497971200
25223,ok,4.518,2316251136,889080700,332439552
25246,ok,7.507,12025704448,2727666100,452386816
25249,ok,4.621,5516451840,800117226,1517162496
25250,ok,62.465,9779736576,18425691985,3710500864
25251,ok,5.925,2204639232,145203111,1089101824
25258,ok,16.727,9235767296,3989963818,4410916864
25259,ok,49.253,4461481984,8422439417,2676277248
25261,ok,18.334,12065181696,11851844745,5485813760
25262,ok,8.724,11295825920,2596182233,3086344192
25263,ok,30.056,17314623488,5891709180,3247800320
25264,ok,10.324,9294667776,3122176364,3273502720
25265,ok,23.131,20786835456,5025162486,3145416704
25266,ok,85.354,27547992064,7629119037,3093573632
25269,ok,4.62,5363011584,749969498,1517326336
25270,ok,62.366,9588531200,18425033077,3714392064
25271,ok,5.323,2160402432,137241473,1087905792
25272,ok,125.242,21575614464,1801784804,44591644672
25273,ok,84.489,28242341888,23738318998,4009648128
25277,ok,1.423,811941888,46987934,513654784
25278,ok,16.835,9488355328,3990120364,4404133888
25279,ok,49.567,5370871808,8420880748,2687451136
25280,ok,6.326,2302701568,568093782,1194094592
25281,ok,18.232,11989745664,11851867063,5486821376
25282,ok,8.827,11449872384,2581564248,3085021184
25283,ok,29.958,17155022848,5917040274,3240095744
25284,ok,10.328,9212268544,3133408248,3272458240
25285,ok,22.831,20571013120,4959691310,3145449472
25286,ok,80.839,26686447616,7606210358,2671120384
25287,ok,48.454,17168666624,11708506058,4973527040
25288,ok,12.728,9127817216,1695353161,1965170688
25289,ok,69.595,15422353408,4081682067,2988728320
25290,ok,29.038,12530937856,16217776827,5036732416
25292,ok,7.846,3777044480,1175860341,1343205376
25293,ok,129.425,10795331584,3478674641,3891445760
25294,ok,126.631,14083112960,5563767982,4410503168
25296,ok,30.036,27395321856,4825221573,3439767552
25300,ok,9.525,5030735872,3855107060,4109029376
25303,ok,22.546,13021990912,4841902610,3126308864
25304,ok,24.788,13782052864,4716664287,4123348992
25305,ok,25.044,5783240704,2085674704,1475543040
25308,ok,96.264,18977443840,9108543801,4931338240
25310,ok,25.107,15775277056,2189332401,4472872960
25312,ok,27.424,16778031104,7324757496,1672286208
25313,ok,6.929,2186457088,446489258,1173311488
25314,ok,20.066,15224381440,3423344373,5024133120
25315,ok,10.229,6501220352,1148798351,1463820288
25316,ok,97.585,8959995904,4602380194,3807866880
25317,ok,112.013,9753538560,8839393824,13116743680
25320,ok,32.123,6188498944,2355354073,1487450112
25321,ok,38.02,9181257728,2805018617,1385062400
25322,ok,29.356,9012588544,3672509504,1244667904
25324,ok,17.232,5719244800,946525852,1009528832
25325,ok,17.427,10935996416,1233077024,934100992
25327,ok,24.039,21675417600,10258033635,4982280192
25328,ok,69.371,17551060992,16983334897,5542645760
25329,ok,9.028,10695639040,3277564597,1399037952
25331,ok,184.988,22034894848,6121725059,21963960320
25332,ok,35.726,22790037504,4009699981,5062856704
25334,ok,13.026,12077228032,2544526559,4545425408
25335,ok,8.329,5393252352,856868979,1026650112
25336,ok,11.83,10746130432,1784630887,1282031616
25337,ok,116.326,28091916288,10554998037,14290747392
25338,ok,22.637,27863580672,12006935760,2729402368
25340,ok,7.123,4680364032,2177369960,1464442880
25342,ok,23.705,8779145216,2457414254,1257304064
25343,ok,96.783,6813335552,3222955928,3012788224
25344,ok,17.998,4696379392,2193481733,1247367168
25345,ok,8.428,2503225344,272251100,1224097792
25346,ok,31.303,21303353344,5952121208,3238813696
25347,ok,12.537,14042628096,2852613674,3523522560
25349,ok,230.882,15851667456,9558898754,13443837952
25350,ok,11.328,13734539264,2342079490,4895264768
25351,ok,72.447,25505931264,17145299666,3757293568
25352,ok,25.538,10287276032,1599711044,997003264
25353,ok,24.11,11197079552,1681153379,1414258688
25354,ok,155.531,16124788736,48563615653,12018339840
25355,ok,26.767,8258138112,5227866481,4448280576
25356,ok,48.24,12201029632,4205655256,3019149312
25358,ok,40.673,23872045056,9186830334,8713867264
25361,ok,93.698,11124830208,11290282100,4544987136
25362,ok,4.52,5006348288,1212169912,849776640
25363,ok,57.385,23159918592,9133792831,3025440768
25365,ok,11.924,10002571264,3062351610,3374571520
25366,ok,97.299,15733477376,6886327308,5806776320
25367,ok,36.141,13069795328,5889636697,2871939072
25369,ok,23.447,14419881984,5222260585,3453153280
25370,ok,2.627,4962373632,714437553,1454370816
25372,ok,7.226,3967188992,1572659569,771178496
25373,ok,17.933,10149146624,5687370625,4394434560
25375,ok,32.05,8938909696,1819904635,4689018880
25377,ok,9.194,7172308992,1833070498,406007808
25379,ok,4.122,5510275072,962569625,876830720
25382,ok,32.849,17661272064,11045526602,4665262080
25384,ok,17.03,7066304512,918607373,3818364928
25385,ok,78.485,18115735552,5847227350,4707225600
25386,ok,6.327,4791443456,1255127603,1129398272
25388,ok,29.219,18905149440,6755961054,3020505088
25389,ok,12.828,10880409600,1389918002,1123090432
25390,ok,17.566,20982607872,4460010825,4231798784
25392,ok,20.832,14485487616,6700356052,4726644736
25394,ok,87.539,14299070464,11062981774,4914552832
25395,ok,68.272,17865580544,3444447270,12146462720
25396,ok,30.75,14939951104,9963487019,2908876800
25397,ok,59.374,7909670912,18430847309,3715538944
25398,ok,4.321,2782773248,443829092,1067237376
25400,ok,6.428,11883540480,464427250,579227648
25403,ok,19.243,14231896064,5129842209,3090169856
25411,ok,59.654,17422086144,15176816018,4071137280
25412,ok,60.004,5973704704,3324684750,3903561728
25413,ok,20.4,13000613888,2388089511,2384023552
25414,ok,9.631,9488277504,3389683556,3350700032
25415,ok,97.095,6605537280,3274651669,3013017600
25418,ok,17.134,17442545664,1494502371,1666523136
25419,ok,8.825,9627774976,2581975895,2693087232
25420,ok,15.831,16123764736,3627475270,2656616448
25422,ok,12.548,8255496192,1898121788,1222619136
25425,ok,10.726,7003021312,1002950208,1222291456
25426,ok,18.832,16487854080,4086384352,4979900416
25428,ok,20.644,19417559040,3064504239,5445230592
25429,ok,101.502,17548263424,6329188302,4033134592
25431,ok,18.735,16564547584,2022876419,3774992384
25433,ok,65.764,13716500480,10797371525,4414726144
25434,ok,23.647,16865665024,5824091790,3136503808
25435,ok,12.232,2867187712,283349715,991801344
25436,ok,47.16,19807490048,11945629522,3745353728
25437,ok,24.548,18688462848,2597816817,1486663680
25438,ok,47.165,20103852032,11957803428,3748802560
25439,ok,3.72,5482549248,511886269,959025152
25441,ok,6.51,7369388032,1103219775,1212026880
25443,ok,13.829,22866591744,2982069693,4820942848
25445,ok,27.844,7200845824,1414626092,3810881536
25446,ok,17.528,14770167808,5019740886,3055075328
25447,ok,85.992,10100674560,18490675773,3572768768
25448,ok,11.725,11640524800,1739386095,3743608832
25449,ok,21.836,17848819712,3493819476,3560026112
25452,ok,256.109,13210517504,15333126450,15471316992
25453,ok,5.231,3637243904,1210923824,982355968
25454,ok,7.939,6743314432,1117183193,3167674368
25455,ok,23.193,13531070464,5571414364,2628784128
25457,ok,111.417,11763994624,8790825340,13636415488
25458,ok,21.109,20942893056,6304608238,5256245248
25459,ok,21.342,22255984640,4043813257,4725919744
2546,ok,10.966,6408437760,0,977788928
25460,ok,244.748,9374396416,9427075861,13815992320
25461,ok,1.526,2029912064,111565620,1498165248
25462,ok,7.633,7505903616,677420953,5058723840
25464,ok,17.34,7122382848,1035606973,3820904448
25467,ok,53.861,4324372480,1032381973,1045893120
25469,ok,20.444,7489728512,2008031154,1847922688
25470,ok,26.853,5377937408,1083679635,1571819520
25471,ok,28.242,9867292672,1229542212,1533755392
25476,ok,26.653,13739847680,2289756592,4579377152
25478,ok,12.206,5285236736,1832485281,1145384960
25480,ok,8.737,5966716928,1114541826,1771569152
25481,ok,9.734,3797970944,1323955063,910536704
25482,ok,7.634,6515818496,354640889,1095938048
25483,ok,21.862,12891598848,4099386203,3987468288
25485,ok,5.527,11597246464,1208999363,5632610304
25486,ok,8.94,6172024832,3905725027,1375657984
25487,ok,7.139,9391190016,956254918,1297420288
25488,ok,8.332,9063821312,1578372205,1749819392
25489,ok,87.107,8265670656,4413931317,4204163072
25490,ok,79.094,23875411968,22416718091,4351528960
25491,ok,38.432,27117047808,7833866825,6156775424
25492,ok,17.49,13014802432,5648492248,3535187968
25493,ok,3.928,5479604224,413819753,607281152
25494,ok,95.8,6685077504,2695098673,6036348928
25495,ok,9.344,9400745984,3323437917,2659627008
25496,ok,35.553,18775097344,4272068136,2882813952
25498,ok,17.146,7092826112,989809951,3816927232
25499,ok,130.334,13471670272,18028636552,3605483520
25500,ok,19.251,9912745984,2914352579,1550401536
25501,ok,88.19,9855971328,18482736013,3569344512
25503,ok,4.83,4855001088,330139782,1169014784
25505,ok,15.938,11575787520,3078055195,3010527232
25507,ok,99.004,17349365760,4229955373,5908869120
25508,ok,47.379,12472057856,9651373467,5718433792
25510,ok,9.538,7024459776,3119682881,3368980480
25512,ok,63.86,28290088960,13874866866,4352671744
25515,ok,54.862,18799194112,27347165652,5765554176
25517,ok,66.736,22924840960,10150960253,13783769088
25518,ok,9.627,7917535232,775467643,4204789760
25519,ok,119.332,14284419072,6598469794,4098084864
25520,ok,28.654,18811555840,16007816976,986443776
25521,ok,305.04,15978061824,7273597878,25654505472
25523,ok,9.339,9020100608,1122487839,1019912192
25526,ok,6.729,5606371328,952407470,4529639424
25527,ok,11.14,7216836608,1112099016,1222078464
25530,ok,49.391,14194257920,6690230775,5194059776
25531,ok,4.134,1506258944,114007390,874254336
25533,ok,12.731,8787419136,6175058301,1261883392
25538,ok,2.925,5925572608,242654621,1476169728
25541,ok,21.752,10464456704,5886164760,1405767680
25544,ok,209.176,10708938752,9531583336,13349089280
25545,ok,13.533,7917686784,2138622806,1485574144
25548,ok,26.238,9710342144,4390926833,3983683584
25549,ok,355.598,9945210880,8965341677,13622087680
25552,ok,69.71,10349830144,4172833813,3508748288
25553,ok,102.328,10234122240,4353536916,3842965504
25555,ok,67.174,9733361664,19916456943,3710472192
25559,ok,2.324,777035776,157711439,163729408
25562,ok,9.634,13174902784,3310792563,4801077248
25563,ok,14.042,9718792192,1266076793,1247498240
25564,ok,7.427,10045915136,3837848665,4020887552
25565,ok,54.824,21222211584,5470436740,6592151552
25566,ok,19.052,16074080256,2978056393,1585500160
25569,ok,8.331,9883705344,949495882,409382912
25570,ok,8.934,13162803200,2126523230,4954931200
25572,ok,70.596,20543840256,12823575308,9001840640
25573,ok,0.122,0,32327,4096
25574,ok,13.835,11694858240,5396413276,1307992064
25576,ok,3.724,5306433536,3712493004,3858354176
25577,ok,12.038,6459744256,782547164,1021771776
25578,ok,11.935,15182176256,2649371674,3163021312
25579,ok,116.015,12487766016,18609613445,3508518912
2558,ok,13.294,7564419072,2684354560.0,1223352320
25580,ok,22.048,22391074816,11644643633,3459862528
25581,ok,38.228,10187386880,5498491140,3881390080
25582,ok,17.839,14565949440,5828415870,4886695936
25584,ok,26.843,21734805504,15870618447,4237934592
25585,ok,14.535,7962726400,1706800871,855396352
25593,ok,24.742,18176565248,5115651825,3527778304
25600,ok,17.039,13794234368,1845994618,1095491584
25603,ok,0.128,0,24225,172032
25604,ok,7.233,9043193856,3037693370,2988650496
25605,ok,18.041,19250180096,2891500893,1251209216
25609,ok,2.84,2590396416,268398127,333660160
25617,ok,64.589,8806547456,1564483764,3846524928
25622,ok,100.93,9989165056,12494150517,3040387072
25623,ok,104.513,7603388416,5163859291,4113719296
25624,ok,16.138,8977772544,7966464101,3811700736
25628,ok,41.461,9811386368,9601457588,3919822848
25629,ok,18.095,7366094848,1280870043,1684709376
25630,ok,16.137,12644544512,3955044725,1401724928
25631,ok,25.63,5343256576,3370014497,3028054016
25632,ok,8.831,10448621568,1057046621,421564416
25633,ok,15.236,17470558208,4361655266,3850416128
25635,ok,8.43,6282121216,4399364208,5002772480
25641,ok,8.732,6930751488,877270625,3852144640
25642,ok,8.435,3586887680,941790051,1381515264
25643,ok,547.333,11965259776,3667270627,2784600064
25644,ok,5.525,6436806656,758110821,3724271616
25645,ok,34.378,25271152640,8738911912,3775807488
25646,ok,14.038,14898688000,3245839452,2949234688
25648,ok,10.529,4982878208,1031472426,1257869312
25650,ok,7.329,6761529344,1280686019,1118760960
25651,ok,26.751,19864965120,4837135104,3263610880
25654,ok,21.241,10278572032,3189263964,3075862528
25657,ok,14.334,15568891904,4684413027,2928340992
25658,ok,16.433,8700375040,5167925307,3957010432
25659,ok,101.698,13121912832,4977833423,3908251648
25661,ok,10.732,9403027456,652362735,4101537792
25662,ok,30.639,15384449024,3594880015,3983704064
25663,ok,6.227,12992634880,1857674785,4422975488
25664,ok,141.355,9313845248,48048245550,3281711104
25665,ok,8.145,8359149568,2363570416,1237876736
25666,ok,18.097,12298342400,3932977285,5369368576
25669,ok,15.544,12652040192,1406552088,4231426048
25672,ok,88.11,10273189888,19535002773,3976822784
25673,ok,8.635,7346388992,934256626,1449582592
25674,ok,13.539,14799716352,1339465769,1544237056
25676,ok,29.39,17682767872,14917046884,5138628608
25678,ok,17.84,11885264896,7756544789,3837952000
25679,ok,19.383,15494868992,5387294741,5097750528
25680,ok,23.67,17171795968,5836452571,4699246592
25682,ok,19.044,19373400064,11105530301,3186106368
25683,ok,14.639,18943344640,1798484917,3031465984
25687,ok,9.234,5374136320,2311159226,1244049408
25688,ok,21.447,16941105152,5717384858,3010379776
25689,ok,2.125,4776419328,574392954,1141129216
25690,ok,4.727,3261382656,1567828819,1264996352
25691,ok,12.534,10143567872,5338889058,3010748416
25698,ok,18.1,22874488832,3274490893,3989188608
25699,ok,40.358,13950787584,4307064681,3977969664
25700,ok,33.658,10736902144,5547775046,4373258240
25701,ok,16.818,12040937472,4401077794,4102860800
25702,ok,11.035,8983805952,3194258973,3466682368
25703,ok,53.992,19827838976,6882092594,9158619136
25704,ok,98.512,7755026432,3394970922,3831660544
25705,ok,33.599,22427430912,5160435608,1548546048
25706,ok,13.535,16226365440,3001575963,2949767168
25707,ok,166.034,21896486912,29922414326,58281758720
25708,ok,22.831,9016246272,1045824366,1101799424
25709,ok,56.794,17342156800,3546130646,3390537728
25712,ok,16.34,4865527808,230881299,963608576
25714,ok,30.961,7242321920,3635972173,1678802944
25715,ok,44.305,7901331456,2562330812,2627817472
25716,ok,66.109,21541224448,5062053202,3670233088
25717,ok,98.561,12144865280,10172606798,4944429056
25718,ok,99.521,16009113600,12612718368,5477351424
25723,ok,30.795,12022616064,2768762828,1486061568
25736,ok,23.641,12224073728,8593165179,1693851648
25737,ok,21.156,17366888448,5008708604,3146149888
25739,ok,7.336,5523361792,977208921,1221689344
25741,ok,67.56,13005914112,4565517062,8076496896
25742,ok,12.345,15323750400,3480593032,1632612352
25743,ok,54.782,14235959296,6393495594,3166248960
25745,ok,3.525,5170634752,2326495849,1388826624
25746,ok,12.148,6688182272,1090164505,1344286720
25748,ok,10.837,13350797312,2468606053,1356144640
25749,ok,18.141,10194522112,1674368360,1265766400
25750,ok,8.63,10352340992,2746046242,2861150208
25752,ok,22.245,3951616000,31047173,3131740160
25753,ok,7.728,6638874624,978747528,1485520896
25755,ok,14.333,9285922816,1341377150,1522642944
25756,ok,8.632,13269819392,2406047623,3681583104
25757,ok,5.43,2153385984,272041134,1317879808
25759,ok,8.237,9648599040,1285449501,1243070464
25760,ok,44.868,11152343040,3599893961,3422613504
25762,ok,8.929,9368412160,2835745258,3143593984
25765,ok,11.933,14995173376,2734123082,2926542848
25766,ok,11.881,8818532352,2027621179,1247842304
25770,ok,7.937,10067746816,1377439767,5090193408
25771,ok,13.254,13280415744,2233100081,3311833088
25773,ok,12.933,9484369920,4770734151,4011778048
25774,ok,13.339,14949928960,2708126815,5505589248
25777,ok,8.439,6419779584,925663921,1198829568
25778,ok,31.471,27175669760,7338645448,3843796992
25780,ok,3.233,4377423872,1412098074,212307968
25781,ok,2.941,3441958912,604634537,1670373376
25783,ok,19.35,4878098432,9841995075,4207472640
2585,ok,63.088,8131584000,20401094656.0,3711074304
260,ok,564.05,17772208128,46458040483.83999,13938823168
2614,ok,11.819,11807326208,2362232012.800003,1301807104
2622,ok,131.868,27583553536,25769803776.0,5895073792
2649,ok,35.792,16911011840,4617089843.199982,3036643328
2650,ok,9.014,8990035968,4413078896.640024,1527197696
2670,ok,8.993,8684212224,3113851289.5999756,990011392
2690,ok,11.233,7601438720,1073741824.0,1742577664
28,ok,85.785,31438254080,25243670282.24,4007792640
2826,ok,11.744,8779616256,2576980377.600006,980598784
2828,timeout,600.0,-1,-1,-1
2837,ok,93.695,11254272000,8563250368,11683512320
2843,ok,21.226,13201346560,4752731292,4500529152
285,ok,334.917,9597308928,8353711390.720018,13140418560
2862,ok,3.218,2890067968,501558335,1174142976
2895,ok,18.175,3307012096,1160080022,1252618240
2900,ok,59.92,34452602880,12476879994.879997,6140833792
2999,ok,70.941,9179160576,3886945402.8800087,1646759936
3023,ok,126.309,10908454912,5583457484.799992,3843047424
3026,ok,49.113,10767609856,3543348019.199997,2709016576
3030,ok,8.628,6809829376,1610612736.0,854360064
3050,ok,8.626,6254309376,1073741824.0,3833122816
310,ok,15.986,7922425856,3865470566.4000015,1247469568
3153,ok,24.944,14621290496,14066017894.399994,3029184512
3386,ok,26.541,16321400832,7516192768.0,2828935168
3405,ok,42.046,30834425856,8600672010.24,4600397824
3455,ok,124.512,8462458880,13711683092.480005,14701916160
3487,ok,21.631,14800764928,7516192768.0,3065593856
3501,ok,27.169,17049743360,9234179686.40001,3813814272
3503,ok,25.34,18793299968,11381663334.399994,3782119424
3585,ok,4.627,5053779968,3221225472.0,1016614912
3595,timeout,600.1,-1,-1,-1
3609,ok,11.134,6025666560,5368709120.0,2945990656
3615,ok,54.23,8214011904,6442450944.0,3364511744
364,ok,66.0,22561206272,13003013488.63997,5417156608
3676,ok,116.273,10798034944,5583457484.800018,3912163328
369,ok,26.497,4391800832,2362232012.800049,1475911680
3714,ok,8.034,11729039360,3221225472.0,3809787904
372,ok,79.086,7868719104,12025908428.799988,4332584960
3752,ok,38.56,15123632128,5476083302.399994,3729510400
377,ok,24.746,4709842944,2512555868.1599655,1254510592
3821,ok,24.839,16438722560,4294967296.0,4447297536
3836,ok,19.329,11655217152,8589934592.0,4060090368
392,ok,19.456,14132011008,3017214525.4400406,3545698304
3924,ok,15.445,7930654720,2362232012.799988,1227780096
3955,ok,27.446,7518261248,4305704714.240002,3944824832
3969,ok,44.156,13846073344,12884901888.0,5285990400
407,ok,11.038,13697433600,2480343613.439987,4898316288
4076,ok,6.319,9264218112,1095292141,3588657152
408,ok,45.853,28827172864,18479096791.040016,3746889728
426,ok,24.482,10788679680,4724464025.599985,4460376064
4291,ok,26.807,7368491008,6442450944.0,1525563392
437,ok,47.589,11976024064,3124588707.840006,3036327936
4383,ok,18.318,6374100992,2436226347,1302511616
4399,ok,12.026,7745118208,1073741824.0,1272188928
441,ok,19.043,19546566656,11940009082.879986,3254493184
4412,ok,13.128,15652704256,6442450944.0,2701119488
4443,ok,93.494,6386642944,4294967296.0,3001581568
4464,ok,7.327,10960535552,3221225472.0,1643118592
4513,ok,41.751,22127927296,10737418240.0,4677275648
4601,ok,14.724,5713768448,5368709120.0,3356200960
4618,ok,19.38,15295692800,6764573491.200012,3301711872
4676,ok,4.717,6251495424,191341893,1459773440
4690,ok,3.418,3408445440,349813303,926470144
4693,ok,17.33,7562571776,2147483648.0,1486721024
4722,ok,6.717,7179616256,365439753,1309302784
4741,ok,12.923,5799247872,2147483648.0,3801894912
4745,ok,3.624,4787625984,1073741824.0,823164928
4753,ok,28.299,8810905600,3511135764.479992,1538433024
4765,ok,21.863,15264542720,6657199308.799988,3413905408
4810,ok,24.437,16422244352,3221225472.0,4267360256
4811,ok,376.986,12823695360,17383880130.56001,15179026432
486,ok,23.271,14511529984,5690831667.200012,3456434176
4883,ok,6.821,10622205952,1253234377,5369974784
4886,ok,110.203,16356012032,39728447488.0,4215803904
5007,ok,13.223,13899706368,3221225472.0,2886406144
5019,ok,210.394,13041180672,9556302233.600006,14893072384
5023,ok,3.522,3017416704,1073741824.0,1413414912
5053,ok,2.716,1208352768,2147483648.0,374951936
5055,ok,2.815,1206255616,1073741824.0,377049088
506,ok,33.6,8876646400,1932735283.2000122,4685991936
5065,ok,38.94,8452800512,10737418240.0,3740508160
5066,ok,101.905,6873595904,9341553868.799988,13316505600
5069,ok,11.828,3931484160,1073741824.0,984571904
5071,ok,6.123,9703677952,4294967296.0,1654726656
5076,ok,2.815,1186254848,34919149,377815040
5080,ok,8.719,15488897024,1073741824.0,5470453760
5085,ok,56.462,13496057856,16106127360.0,3713462272
5089,ok,16.627,8654536704,3417455048,1352007680
5114,ok,26.275,6563561472,3435973836.8000183,1229606912
5119,ok,38.845,8603279360,10737418240.0,3750662144
5121,ok,73.335,21536620544,4294967296.0,4426129408
5123,ok,3.314,1508732928,477063020,915746816
5187,ok,5.723,11484839936,4294967296.0,5221400576
5216,ok,24.638,7549968384,3221225472.0,1145933824
5244,ok,8.225,15413915648,3221225472.0,5561417728
5254,ok,61.636,8317476864,12884901888.0,3744649216
5278,ok,43.15,24397692928,4294967296.0,4349784064
5310,ok,16.726,19843534848,2147483648.0,4554579968
5343,ok,0.312,43646976,28763,130203648
5365,ok,101.883,11761233920,20937965567.99999,2615181312
5389,ok,0.812,1195900928,74307841,667619328
5408,ok,84.276,10992242688,20401094656.0,3717877760
5416,ok,14.589,9075589120,4509715660.800018,3112448000
5417,ok,317.02,15197519872,10844792422.399975,14795931648
5456,ok,0.213,88821760,30084,138244096
5459,timeout,600.3,-1,-1,-1
5460,ok,38.752,8455393280,12884901888.0,3743268864
5463,ok,38.84,8482566144,12884901888.0,3742007296
5465,ok,11.027,10304417792,3221225472.0,1278607360
5488,ok,51.363,19460112384,12884901888.0,3751534592
5529,ok,51.332,8541151232,10737418240.0,3743649792
5532,ok,36.547,13113376768,6442450944.0,4047720448
5543,ok,5.024,4422172672,1073741824.0,3166097408
5646,ok,20.036,16727179264,57982058496.0,3776262144
5655,ok,3.716,8293855232,2147483648.0,1546887168
5658,ok,16.03,24664494080,4402341478.400024,5926252544
5677,ok,8.727,11407712256,4294967296.0,2886389760
568,ok,19.412,7129505792,966367641.5999756,3812106240
5689,ok,198.631,5846380544,1546920063168,8641003520
5717,ok,73.687,14651650048,10737418240.0,5853806592
5726,ok,9.829,4198993920,2147483648.0,1222152192
5765,ok,54.221,3828961280,548299748,44784459776
5780,ok,57.518,8520151040,4509715660.799988,3156566016
5786,ok,17.635,9476345856,4294967296.0,4406378496
5794,ok,35.248,6447439872,12884901888.0,4388655104
5887,ok,54.791,11228827648,4294967296.0,2925727744
5888,ok,17.641,14542950400,4294967296.0,4371574784
5898,ok,43.756,23750950912,12884901888.0,4469030912
5921,ok,309.937,14902423552,16106127360.000008,14719074304
5937,ok,3.116,4547915776,3221225472.0,1104437248
5957,ok,7.322,7190093824,1073741824.0,1097502720
5963,ok,2.822,1147224064,1073741824.0,371232768
5982,timeout,600.4,-1,-1,-1
6011,timeout,603.1,-1,-1,-1
6064,ok,43.848,11656019968,11391349205,3540566016
6066,ok,9.824,10980032512,2207171670,3082444800
608,ok,19.251,12207181824,13207024435.20002,2463977472
6097,ok,252.607,16327745536,9754410971,14115872768
6103,ok,303.462,8965177344,8771951152,13417414656
6107,ok,26.934,6248960000,3803140271,3751497728
6125,ok,2.916,1200963584,39079526,375025664
6135,ok,42.649,19189059584,11671466379,4002050048
6158,ok,2.915,1213431808,36713858,371286016
6169,ok,38.745,8463454208,11214821984,3749777408
6172,ok,8.524,10742210560,1292314652,464154624
6235,ok,30.639,16037081088,2841775129,6124154880
6251,ok,61.034,8312795136,11215631211,3746480128
6258,ok,124.791,16873459712,10683594788,15060582400
6279,ok,43.747,11750584320,11391278847,3543879680
6284,ok,20.129,20062990336,7569225591,6656135168
6288,ok,5.92,2989617152,209178380,1466290176
6289,ok,20.629,15092580352,2810119985,1222156288
6292,ok,61.467,19502366720,5320876039,2791137280
6294,ok,3.817,7777386496,3607176784,3998023680
6341,ok,20.229,16278462464,7424407701,4317585408
6343,ok,12.422,14891556864,3814607715,2580221952
6373,ok,10.126,7558651904,1033670956,1571868672
6383,ok,17.328,14017130496,1867535542,1254711296
6388,ok,10.222,4247195648,985111994,1222582272
6409,ok,18.126,16756002816,8239983328,4175372288
6412,ok,24.134,15687905280,15538789273,2691969024
6416,ok,9.022,10377293824,3590929172,3325669376
6456,ok,2.917,1221218304,33912873,375214080
6466,ok,112.993,12116434944,10407419953,14075441152
6495,ok,7.922,7624392704,2065035118,2670903296
6518,ok,45.042,11804504064,6367915547,3579637760
6523,ok,6.523,1004404736,407752736,375078912
6531,ok,39.05,1847238656,1723295462,724983808
6537,ok,97.64,6583803904,3217286434,3011178496
6553,ok,3.418,4142682112,2417648720,3451322368
6561,ok,5.019,11452846080,1515938495,5622751232
6565,ok,38.341,13401571328,3910326255,3031740416
6571,ok,0.415,660590592,382709698,374882304
6603,ok,29.734,25107976192,12656081732,5959208960
6607,ok,6.021,2216951808,418811783,1232564224
6612,ok,65.965,10354982912,20291288446,4422246400
6618,ok,57.258,9644322816,13007610875,3774263296
6625,ok,49.053,25947676672,18084203440,4421476352
6632,ok,52.057,22364958720,14243206840,4458708992
6697,ok,2.316,4259409920,436928971,1069166592
6703,ok,38.038,12632506368,6778945869,1991811072
6705,ok,9.421,12203257856,1082511951,440078336
6725,ok,60.156,19835015168,16455685617,4321742848
6727,ok,16.519,16372662272,2124181952,1249046528
6739,ok,23.735,10425868288,9794435307,4179197952
6765,ok,13.823,12600557568,1756498576,3360612352
6786,ok,16.528,27953106944,3817011324,5640421376
6836,ok,11.092,3238031360,684226683,610353152
6891,ok,73.664,18978603008,2227669498,4982259712
6917,ok,2.919,6622699520,675228386,1399201792
6936,ok,16.128,10283978752,10922624652,3686834176
